Date,Average Temperature,Maximum temperature,Minimum temperature,Average relative humidity,Total rainfall,Average wind speed,Average visibility,Average pH,Maximam pH,Minimum pH,Average Sanility,Maximam Sanility,Minimum Sanility
3/11/2023,28.1,33.1,24.4,78,0,20,0.9,6.3125,8.25,5,0.39625,1.2,0.075
3/12/2023,27.4,31.6,24.2,80,0,20,2.6,6.3125,8.25,5,0.39625,1.2,0.075
3/13/2023,27.6,32.4,24.3,78,0,20,2.2,6.3125,8.25,5,0.39625,1.2,0.075
3/14/2023,27.9,33.2,23.6,76,0,20,1.5,6.3125,8.25,5,0.39625,1.2,0.075
3/15/2023,27.9,32.9,23.9,79,0,20,1.1,6.3125,8.25,5,0.39625,1.2,0.075
3/16/2023,28.8,33.5,23.9,76,1.27,20,0.9,6.3125,8.25,5,0.39625,1.2,0.075
3/17/2023,28.7,34.4,24.8,76,0,20,1.5,6.3125,8.25,5,0.39625,1.2,0.075
3/18/2023,27.7,34.9,23,79,0,20,1.1,6.3125,8.25,5,0.39625,1.2,0.075
3/19/2023,27.7,33.5,22.9,78,26.92,20,0,6.3125,8.25,5,0.39625,1.2,0.075
3/20/2023,27.6,32.7,23.9,79,0,20,0.4,6.3125,8.25,5,0.39625,1.2,0.075
3/21/2023,28.1,33,23.9,78,10.41,20,0,6.3125,8.25,5,0.39625,1.2,0.075
3/22/2023,27,34,24,82,0,20,1.5,6.3125,8.25,5,0.39625,1.2,0.075
3/23/2023,27.7,34.3,23.4,79,11.43,17.2,1.1,6.3125,8.25,5,0.39625,1.2,0.075
3/24/2023,27.9,33.6,23.5,78,11.18,20,0.7,6.3125,8.25,5,0.39625,1.2,0.075
3/25/2023,28.9,33.5,23.7,74,0,20,0.4,6.3125,8.25,5,0.39625,1.2,0.075
3/26/2023,28.5,33.9,24.7,74,0,20,2.6,6.3125,8.25,5,0.39625,1.2,0.075
3/27/2023,29.4,34.4,24.6,74,6.35,20,2,6.3125,8.25,5,0.39625,1.2,0.075
3/28/2023,29.3,34.2,25.1,72,0,20,1.1,6.3125,8.25,5,0.39625,1.2,0.075
3/29/2023,29.4,35.2,24.7,70,0,20,1.1,6.3125,8.25,5,0.39625,1.2,0.075
3/30/2023,29.2,34.8,24.4,69,0,20,0,6.3125,8.25,5,0.39625,1.2,0.075
3/31/2023,28.9,35,23.9,73,0,20,0,6.3125,8.25,5,0.39625,1.2,0.075
4/1/2023,28.4,35,24.1,75,4.57,18.8,0,6.3125,8.25,5,0.39625,1.2,0.075
4/2/2023,27.8,34.8,23.9,79,6.35,18.5,1.9,6.3125,8.25,5,0.39625,1.2,0.075
4/3/2023,32.8,34.6,24,80,11.18,20,1.3,6.3125,8.25,5,0.39625,1.2,0.075
4/4/2023,27.5,34.3,23.5,80,32.26,19.5,0.9,6.3125,8.25,5,0.39625,1.2,0.075
4/5/2023,29,34.4,23.2,75,87.88,20,0.4,6.3125,8.25,5,0.39625,1.2,0.075
4/6/2023,29.5,34.2,24.7,73,1.52,20,0.9,6.3125,8.25,5,0.39625,1.2,0.075
4/7/2023,28.8,33.8,24.9,72,0,20,0.2,6.3125,8.25,5,0.39625,1.2,0.075
4/8/2023,27.9,32.9,24.4,78,0,20,0,6.3125,8.25,5,0.39625,1.2,0.075
4/9/2023,27.7,33.3,24.4,85,0,20,0.2,6.3125,8.25,5,0.39625,1.2,0.075
4/10/2023,28.6,34,24.9,79,2.03,20,0.4,6.3125,8.25,5,0.39625,1.2,0.075
4/11/2023,29.4,34,24.8,74,0,20,1.3,6.3125,8.25,5,0.39625,1.2,0.075
4/12/2023,29.7,34.7,25.5,76,0,20,0.4,6.3125,8.25,5,0.39625,1.2,0.075
4/13/2023,30.1,34.8,25.7,75,0,20,0.4,6.3125,8.25,5,0.39625,1.2,0.075
4/14/2023,29.6,35.1,25.7,75,0,20,1.9,6.3125,8.25,5,0.39625,1.2,0.075
4/15/2023,28.2,34.4,24.3,80,0,20,1.3,6.3125,8.25,5,0.39625,1.2,0.075
4/16/2023,28.6,34.6,24.1,77,39.62,20,1.5,6.3125,8.25,5,0.39625,1.2,0.075
4/17/2023,29.6,34.9,24.5,75,0,20,0.7,6.3125,8.25,5,0.39625,1.2,0.075
4/18/2023,29.9,34.7,25.9,74,1.78,20,0,6.3125,8.25,5,0.39625,1.2,0.075
4/19/2023,29.9,35.1,25.9,78,0,20,0.2,6.3125,8.25,5,0.39625,1.2,0.075
4/20/2023,28.7,34.2,24.5,78,0,20,0.7,6.3125,8.25,5,0.39625,1.2,0.075
4/21/2023,29.3,35.4,23.9,75,0.25,20,3,6.3125,8.25,5,0.39625,1.2,0.075
4/22/2023,28.3,35.3,25,79,0,20,0.4,6.3125,8.25,5,0.39625,1.2,0.075
4/23/2023,29.2,35.7,24.4,78,0,20,1.3,6.3125,8.25,5,0.39625,1.2,0.075
4/24/2023,29,34.8,24.7,79,0.25,20,1.1,6.3125,8.25,5,0.39625,1.2,0.075
4/25/2023,28.3,34.3,24.8,81,0,20,1.9,6.3125,8.25,5,0.39625,1.2,0.075
4/26/2023,27.2,32.5,24.5,89,0,20,0.6,6.3125,8.25,5,0.39625,1.2,0.075
4/27/2023,29.1,33.8,25,82,3.81,20,1.3,6.3125,8.25,5,0.39625,1.2,0.075
4/28/2023,29,33.7,25.1,81,0,20,1.3,6.3125,8.25,5,0.39625,1.2,0.075
4/29/2023,26.7,32.1,24.5,88,0,20,2,6.3125,8.25,5,0.39625,1.2,0.075
4/30/2023,27.4,33.6,23.8,80,0,19.8,1.3,6.3125,8.25,5,0.39625,1.2,0.075
5/1/2023,27.5,33.2,24,85,87.63,20,0.7,6.3125,8.25,5,0.39625,1.2,0.075
5/2/2023,26.8,30.2,24.3,88,12.7,20,0.4,6.3125,8.25,5,0.39625,1.2,0.075
5/3/2023,26.8,30.2,24.3,88,12.7,20,0.4,6.3125,8.25,5,0.39625,1.2,0.075
5/4/2023,26.8,30.2,24.3,88,12.7,20,0.4,6.3125,8.25,5,0.39625,1.2,0.075
5/5/2023,26.1,28.9,23.1,84,55.63,20,1.5,6.3125,8.25,5,0.39625,1.2,0.075
5/6/2023,27.8,32.1,24.2,84,0,20,1.5,6.3125,8.25,5,0.39625,1.2,0.075
5/7/2023,26.7,30.2,23,91,7.62,20,1.1,6.3125,8.25,5,0.39625,1.2,0.075
5/8/2023,26.8,31.6,23.6,89,7.62,20,0.7,6.3125,8.25,5,0.39625,1.2,0.075
5/9/2023,27.7,32.9,25.1,88,0.76,20,1.3,6.3125,8.25,5,0.39625,1.2,0.075
5/10/2023,28.5,32,25.1,85,2.29,20,2.8,6.3125,8.25,5,0.39625,1.2,0.075
5/11/2023,28.5,32.5,25.7,82,0,20,7.2,6.3125,8.25,5,0.39625,1.2,0.075
5/12/2023,29.1,33.2,25.9,81,0,20,8.1,6.3125,8.25,5,0.39625,1.2,0.075
5/13/2023,28.6,31.6,26.4,82,0,20,8.9,6.3125,8.25,5,0.39625,1.2,0.075
5/14/2023,29.2,33.3,26.1,81,0,20,4.3,6.3125,8.25,5,0.39625,1.2,0.075
5/15/2023,29.5,33.4,26.5,81,0,20,2.8,6.3125,8.25,5,0.39625,1.2,0.075
5/16/2023,29.8,34.7,25.8,79,0,20,2,6.3125,8.25,5,0.39625,1.2,0.075
5/17/2023,29.8,34.6,26.5,81,0,20,3.3,6.3125,8.25,5,0.39625,1.2,0.075
5/18/2023,29.3,34.1,26.7,83,0,20,3.9,6.3125,8.25,5,0.39625,1.2,0.075
5/19/2023,29.2,33.8,25.9,79,3.56,20,7,6.3125,8.25,5,0.39625,1.2,0.075
5/20/2023,29.2,33.5,25.9,81,0,20,7,6.3125,8.25,5,0.39625,1.2,0.075
5/21/2023,28.9,33.6,25.2,79,0,20,6.5,6.3125,8.25,5,0.39625,1.2,0.075
5/22/2023,29.5,34.3,24.9,77,0,20,4.1,6.3125,8.25,5,0.39625,1.2,0.075
5/23/2023,29.4,34.6,25.1,78,0,20,2.6,6.3125,8.25,5,0.39625,1.2,0.075
5/24/2023,29.2,34.3,25.5,77,0,20,2.4,6.3125,8.25,5,0.39625,1.2,0.075
5/25/2023,29.3,33.9,25.3,77,0,20,2.4,6.3125,8.25,5,0.39625,1.2,0.075
5/26/2023,29.7,34.2,26.1,74,0,20,4.4,6.3125,8.25,5,0.39625,1.2,0.075
5/27/2023,29.9,35.1,26.2,76,0,20,2.2,6.3125,8.25,5,0.39625,1.2,0.075
5/28/2023,30.1,35,26.4,78,0,20,6.1,6.3125,8.25,5,0.39625,1.2,0.075
5/29/2023,28.9,35,24.8,81,0,20,3.1,6.3125,8.25,5,0.39625,1.2,0.075
5/30/2023,29.4,34.6,24.3,80,24.64,20,1.1,6.3125,8.25,5,0.39625,1.2,0.075
5/31/2023,29.8,34.9,25.8,76,0,20,1.3,6.3125,8.25,5,0.39625,1.2,0.075
6/1/2023,29.9,34.2,25.9,76,0,20,3.3,6.3125,8.25,5,0.39625,1.2,0.075
6/2/2023,29.5,33.7,26.3,79,0,20,4.6,6.3125,8.25,5,0.39625,1.2,0.075
6/3/2023,29.7,33.8,26.6,79,0,20,2.2,6.3125,8.25,5,0.39625,1.2,0.075
6/4/2023,29.3,34.1,26.4,78,0,20,3.7,6.3125,8.25,5,0.39625,1.2,0.075
6/5/2023,29.3,34,25.9,77,0,20,6.1,6.3125,8.25,5,0.39625,1.2,0.075
6/6/2023,29.3,33.5,26.2,79,0,20,7.2,6.3125,8.25,5,0.39625,1.2,0.075
6/7/2023,29.4,33.5,26.7,78,0,20,8.3,6.3125,8.25,5,0.39625,1.2,0.075
6/8/2023,29.3,33.3,26.2,78,0,20,7.8,6.3125,8.25,5,0.39625,1.2,0.075
6/9/2023,28.9,32.5,26,80,0,20,8.7,6.3125,8.25,5,0.39625,1.2,0.075
6/10/2023,29.1,33.8,26,76,0,20,10.6,6.3125,8.25,5,0.39625,1.2,0.075
6/11/2023,29.6,34.4,26.2,78,0,20,8.9,6.3125,8.25,5,0.39625,1.2,0.075
6/12/2023,29.4,34.7,26.3,77,0,20,8.9,6.3125,8.25,5,0.39625,1.2,0.075
6/13/2023,29.3,34.7,26,74,0,20,9.4,6.3125,8.25,5,0.39625,1.2,0.075
6/14/2023,29.8,34.4,26,72,0,20,8.1,6.3125,8.25,5,0.39625,1.2,0.075
6/15/2023,29.2,34.4,26.9,77,0,20,9.3,6.3125,8.25,5,0.39625,1.2,0.075
6/16/2023,29.7,34.7,26.8,75,0,20,4.4,6.3125,8.25,5,0.39625,1.2,0.075
6/17/2023,28.6,31.1,26.6,79,0,20,3.7,6.3125,8.25,5,0.39625,1.2,0.075
6/18/2023,26.6,31.5,24,87,0,20,1.5,6.3125,8.25,5,0.39625,1.2,0.075
6/19/2023,29.1,33.5,23.6,77,1.78,20,2,6.3125,8.25,5,0.39625,1.2,0.075
6/20/2023,29.1,34.4,26.1,78,0,20,6.3,6.3125,8.25,5,0.39625,1.2,0.075
6/21/2023,28.8,33.6,26.3,80,0,20,2,6.3125,8.25,5,0.39625,1.2,0.075
6/22/2023,29.6,34.5,25.6,75,0,20,3.9,6.3125,8.25,5,0.39625,1.2,0.075
6/23/2023,29.3,34.4,26.1,76,0,20,3.5,6.3125,8.25,5,0.39625,1.2,0.075
6/24/2023,29.6,35.3,25.9,73,0,20,2.4,6.3125,8.25,5,0.39625,1.2,0.075
6/25/2023,29.6,33.3,26.3,75,0,20,9.1,6.3125,8.25,5,0.39625,1.2,0.075
6/26/2023,28.7,33.2,25.3,75,0,20,9.1,6.3125,8.25,5,0.39625,1.2,0.075
6/27/2023,28.3,33.2,24.9,76,0,20,8,6.3125,8.25,5,0.39625,1.2,0.075
6/28/2023,29.4,34.7,25.2,70,0,20,2.4,6.3125,8.25,5,0.39625,1.2,0.075
6/29/2023,29.2,33.8,25.3,75,0,20,3.5,6.3125,8.25,5,0.39625,1.2,0.075
6/30/2023,29.9,34.5,25.6,72,0,20,4.1,6.3125,8.25,5,0.39625,1.2,0.075
7/1/2023,29.3,34.6,25.9,77,0,20,2.8,6.3125,8.25,5,0.39625,1.2,0.075
7/2/2023,28.8,32.2,26.2,80,0,20,1.9,6.3125,8.25,5,0.39625,1.2,0.075
7/3/2023,28.2,31.7,25.6,79,0,20,3.1,6.3125,8.25,5,0.39625,1.2,0.075
7/4/2023,28.1,32.3,25.2,77,0,20,8.9,6.3125,8.25,5,0.39625,1.2,0.075
7/5/2023,27.8,32.6,25.6,78,0,20,10.6,6.3125,8.25,5,0.39625,1.2,0.075
7/6/2023,28.3,32.7,25.5,78,0,20,5.6,6.3125,8.25,5,0.39625,1.2,0.075
7/7/2023,28.8,32.8,25.6,75,0,20,5.4,6.3125,8.25,5,0.39625,1.2,0.075
7/8/2023,28.8,33.9,25.4,75,0,20,7.6,6.3125,8.25,5,0.39625,1.2,0.075
7/9/2023,29.7,35.8,25.3,74,0,20,7.8,6.3125,8.25,5,0.39625,1.2,0.075
7/10/2023,28.3,32.1,25.6,79,0,20,4.1,6.3125,8.25,5,0.39625,1.2,0.075
7/11/2023,28.2,32,25.9,79,0,20,1.9,6.3125,8.25,5,0.39625,1.2,0.075
7/12/2023,28.9,34.1,25.9,74,0,20,1.9,6.3125,8.25,5,0.39625,1.2,0.075
7/13/2023,29.1,34.2,25.4,74,0,20,4.3,6.3125,8.25,5,0.39625,1.2,0.075
7/14/2023,29.3,34.5,25.4,71,0,20,2.2,6.3125,8.25,5,0.39625,1.2,0.075
7/15/2023,29.6,35.5,25.8,69,0,20,3,6.3125,8.25,5,0.39625,1.2,0.075
7/16/2023,29.7,35.3,26.3,70,0,20,3.1,6.3125,8.25,5,0.39625,1.2,0.075
7/17/2023,29.5,34.3,26.3,72,0,20,4.8,6.3125,8.25,5,0.39625,1.2,0.075
7/18/2023,29.4,33.7,26.3,70,0,20,4.8,6.3125,8.25,5,0.39625,1.2,0.075
7/19/2023,29.4,33.7,26.6,69,0,20,7.2,6.3125,8.25,5,0.39625,1.2,0.075
7/20/2023,28.9,32.6,26.1,74,0,20,3.3,6.3125,8.25,5,0.39625,1.2,0.075
7/21/2023,29.4,35.4,25.8,71,0,20,1.9,6.3125,8.25,5,0.39625,1.2,0.075
7/22/2023,29.4,34.1,26,72,0,20,1.3,6.3125,8.25,5,0.39625,1.2,0.075
7/23/2023,29.6,34.5,26.5,72,0,20,2.2,6.3125,8.25,5,0.39625,1.2,0.075
7/24/2023,28.8,32.2,26,75,0,20,2,6.3125,8.25,5,0.39625,1.2,0.075
7/25/2023,29.2,34.1,26.1,73,0,20,2,6.3125,8.25,5,0.39625,1.2,0.075
7/26/2023,28.3,32.2,25.6,77,0,20,8.1,6.3125,8.25,5,0.39625,1.2,0.075
7/27/2023,28.9,33.6,26.2,74,0,20,8.7,6.3125,8.25,5,0.39625,1.2,0.075
7/28/2023,29.6,35.7,25.6,72,0,20,7,6.3125,8.25,5,0.39625,1.2,0.075
7/29/2023,29.8,35.8,25.5,69,0,20,4.1,6.3125,8.25,5,0.39625,1.2,0.075
7/30/2023,30,36.8,25.5,69,0,20,7,6.3125,8.25,5,0.39625,1.2,0.075
7/31/2023,29.1,34.2,25.8,71,0,20,8,6.3125,8.25,5,0.39625,1.2,0.075
8/1/2023,29.1,35.3,25.8,72,0,20,4.1,6.3125,8.25,5,0.39625,1.2,0.075
8/2/2023,29.4,35.1,25.6,68,0,20,3.7,6.3125,8.25,5,0.39625,1.2,0.075
8/3/2023,29.5,35.1,25.9,69,0,20,5.9,6.3125,8.25,5,0.39625,1.2,0.075
8/4/2023,29.9,36,25.9,68,0,20,1.5,6.3125,8.25,5,0.39625,1.2,0.075
8/5/2023,30.2,37.2,25.9,67,0,20,0.9,6.3125,8.25,5,0.39625,1.2,0.075
8/6/2023,30.1,37.2,25.6,65,0,20,2.6,6.3125,8.25,5,0.39625,1.2,0.075
8/7/2023,30.2,36.5,25.8,64,0,20,2.2,6.3125,8.25,5,0.39625,1.2,0.075
8/8/2023,29.4,34.5,26.1,68,0,20,3.7,6.3125,8.25,5,0.39625,1.2,0.075
8/9/2023,29.8,35.8,25.9,67,0,20,4.3,6.3125,8.25,5,0.39625,1.2,0.075
8/10/2023,29.3,35.4,25.7,71,0,20,3.9,6.3125,8.25,5,0.39625,1.2,0.075
8/11/2023,29.4,37.8,25.1,69,0,20,1.5,6.3125,8.25,5,0.39625,1.2,0.075
8/12/2023,29.3,35.5,25.5,71,0,20,6.1,6.3125,8.25,5,0.39625,1.2,0.075
8/13/2023,29.4,35,25.8,69,0,20,6.3,6.3125,8.25,5,0.39625,1.2,0.075
8/14/2023,29.4,34.8,25.6,66,0,20,6.9,6.3125,8.25,5,0.39625,1.2,0.075
8/15/2023,28.9,35.1,24.8,69,0,20,1.1,6.3125,8.25,5,0.39625,1.2,0.075
8/16/2023,29.2,35.6,24.4,65,0,20,0.4,6.3125,8.25,5,0.39625,1.2,0.075
8/17/2023,29.4,35.1,24.9,67,0,20,5.9,6.3125,8.25,5,0.39625,1.2,0.075
8/18/2023,29,34.4,25.1,70,0,20,2.8,6.3125,8.25,5,0.39625,1.2,0.075
8/19/2023,29.1,34.8,25.1,68,0,20,2.4,6.3125,8.25,5,0.39625,1.2,0.075
8/20/2023,29.7,35.8,24.9,64,0,20,4.6,6.3125,8.25,5,0.39625,1.2,0.075
8/21/2023,30.8,37.3,26.1,65,0,20,4.3,6.3125,8.25,5,0.39625,1.2,0.075
8/22/2023,30.7,37.3,26.3,65,0,17.7,3,6.3125,8.25,5,0.39625,1.2,0.075
8/23/2023,30.4,36.7,26.7,65,0,20,6.9,6.3125,8.25,5,0.39625,1.2,0.075
8/24/2023,30.1,36.3,25.8,66,0,20,6.3,6.3125,8.25,5,0.39625,1.2,0.075
8/25/2023,30,36.2,25.3,68,0,20,4.4,6.3125,8.25,5,0.39625,1.2,0.075
8/26/2023,29.9,36.3,25.1,69,0,20,1.5,6.3125,8.25,5,0.39625,1.2,0.075
8/27/2023,30.3,36.2,25.1,67,0,20,1.9,6.3125,8.25,5,0.39625,1.2,0.075
8/28/2023,29.9,35.9,25.3,69,0,20,3.7,6.3125,8.25,5,0.39625,1.2,0.075
8/29/2023,28.8,34.1,25.6,76,0,20,4.3,6.3125,8.25,5,0.39625,1.2,0.075
8/30/2023,29,35,25.3,76,0,20,2,6.3125,8.25,5,0.39625,1.2,0.075
8/31/2023,28.7,35,25.4,80,0.51,20,1.3,6.3125,8.25,5,0.39625,1.2,0.075
9/1/2023,28.5,34.8,25.1,77,2.29,20,3.5,6.3125,8.25,5,0.39625,1.2,0.075
9/2/2023,28.9,34.3,25.1,77,0,20,6.7,6.3125,8.25,5,0.39625,1.2,0.075
9/3/2023,27.2,32.3,25.3,85,0,20,3,6.3125,8.25,5,0.39625,1.2,0.075
9/4/2023,28.6,33.8,24.6,74,11.43,20,5.6,6.3125,8.25,5,0.39625,1.2,0.075
9/5/2023,28.7,33.4,25.6,74,0,20,5.7,6.3125,8.25,5,0.39625,1.2,0.075
9/6/2023,27.7,31.9,24.7,80,0,20,5,6.3125,8.25,5,0.39625,1.2,0.075
9/7/2023,25.7,29.2,24.3,91,22.86,20,1.3,6.3125,8.25,5,0.39625,1.2,0.075
9/8/2023,27.8,32,24,77,2.29,20,4.6,6.3125,8.25,5,0.39625,1.2,0.075
9/9/2023,29.2,33.6,25,68,0,20,3.9,6.3125,8.25,5,0.39625,1.2,0.075
9/10/2023,28.7,33.5,25,73,0,20,6.7,6.3125,8.25,5,0.39625,1.2,0.075
9/11/2023,27.9,32.6,25.3,78,0,20,7.8,6.3125,8.25,5,0.39625,1.2,0.075
9/12/2023,28.8,33.2,25.4,74,0,20,4.8,6.3125,8.25,5,0.39625,1.2,0.075
9/13/2023,28.6,33.5,25.7,79,0,20,5.6,6.3125,8.25,5,0.39625,1.2,0.075
9/14/2023,27.9,32,25.3,81,0,20,4.3,6.3125,8.25,5,0.39625,1.2,0.075
9/15/2023,28.9,33.7,24.5,69,0,20,5.2,6.3125,8.25,5,0.39625,1.2,0.075
9/16/2023,29.8,34.9,24.8,67,0,20,4.3,6.3125,8.25,5,0.39625,1.2,0.075
9/17/2023,28.2,32.6,25.2,77,0,20,6.1,6.3125,8.25,5,0.39625,1.2,0.075
9/18/2023,26.9,30.9,25.1,81,0,20,2.4,6.3125,8.25,5,0.39625,1.2,0.075
9/19/2023,29.4,32.6,24.5,72,0,20,5.9,6.3125,8.25,5,0.39625,1.2,0.075
9/20/2023,29.3,36,24.5,73,0,20,4.6,6.3125,8.25,5,0.39625,1.2,0.075
9/21/2023,29.6,35.5,24.9,72,0,20,2,6.3125,8.25,5,0.39625,1.2,0.075
9/22/2023,27.8,34.2,25,81,0,20,4.4,6.3125,8.25,5,0.39625,1.2,0.075
9/23/2023,28.5,34,24.4,79,0,20,4.8,6.3125,8.25,5,0.39625,1.2,0.075
9/24/2023,28.9,33.8,24.8,76,0,20,2.8,6.3125,8.25,5,0.39625,1.2,0.075
9/25/2023,29.6,35.1,25.3,72,0.25,20,2,6.3125,8.25,5,0.39625,1.2,0.075
9/26/2023,29.1,34.8,25.7,72,0,20,3.9,6.3125,8.25,5,0.39625,1.2,0.075
9/27/2023,29,34.8,25.2,74,0,20,2.4,6.3125,8.25,5,0.39625,1.2,0.075
9/28/2023,29,34,25.3,73,0,20,3.9,6.3125,8.25,5,0.39625,1.2,0.075
9/29/2023,26.6,31.5,24.1,83,0,20,4.1,6.3125,8.25,5,0.39625,1.2,0.075
9/30/2023,26,31.2,23.6,87,7.11,20,1.9,6.3125,8.25,5,0.39625,1.2,0.075
10/1/2023,26.5,30.2,23.2,85,4.32,20,2,6.3125,8.25,5,0.39625,1.2,0.075
10/2/2023,26.7,31.1,24.4,86,4.57,20,1.5,6.3125,8.25,5,0.39625,1.2,0.075
10/3/2023,27.4,32.5,24.7,79,0,20,4.4,6.3125,8.25,5,0.39625,1.2,0.075
10/4/2023,27.5,32.8,24.6,79,0,20,2.2,6.3125,8.25,5,0.39625,1.2,0.075
10/5/2023,28.5,32.9,24.9,78,0,20,4.6,6.3125,8.25,5,0.39625,1.2,0.075
10/6/2023,28,33.4,24.8,80,0,20,1.5,6.3125,8.25,5,0.39625,1.2,0.075
10/7/2023,28.7,35,25,75,0,20,2.8,6.3125,8.25,5,0.39625,1.2,0.075
10/8/2023,28.3,35.7,25.6,81,0,20,1.3,6.3125,8.25,5,0.39625,1.2,0.075
10/9/2023,28,35,24.8,78,0.76,20,1.5,6.3125,8.25,5,0.39625,1.2,0.075
10/10/2023,26.9,33.5,24.5,86,5.84,20,0,6.3125,8.25,5,0.39625,1.2,0.075
10/11/2023,27.9,33.2,24.2,80,0,20,1.1,6.3125,8.25,5,0.39625,1.2,0.075
10/12/2023,27.9,32.3,24.2,80,3.05,20,0,6.3125,8.25,5,0.39625,1.2,0.075
10/13/2023,28.2,34.5,23.5,75,0,20,0.4,6.3125,8.25,5,0.39625,1.2,0.075
10/14/2023,27.5,33,23.4,83,33.78,20,2,6.3125,8.25,5,0.39625,1.2,0.075
10/15/2023,25.5,28,23.8,93,24.38,20,0.4,6.3125,8.25,5,0.39625,1.2,0.075
10/16/2023,27.9,31.9,23.3,77,2.03,20,2,6.3125,8.25,5,0.39625,1.2,0.075
10/17/2023,26.7,31.2,24.3,87,0,20,0.6,6.3125,8.25,5,0.39625,1.2,0.075
